cod pro;Razão Social;Nome Fantasia;ativo;Série do Fabricante;cod Produto;Descrição pro;Contrato;Setor;Responsável;Data Movimento;Num.OS;Observação;Envio / Retorno;Val Cobrado
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2850;494GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2851;H72HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2852;B62HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2853;F72HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2854;872HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2855;4H4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2856;982HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2857;CD4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2858;CF4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1611;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2859;JG4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1603;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2860;8F4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1611;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2861;374GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;06/05/2024;1611;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2528;984GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1641;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2681;C64GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2685;964GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2686;D74GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2687;H74GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2688;394GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2691;G64GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2693;594GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2694;694GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2695;D84GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2696;674GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2698;182HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2700;492HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2703;692HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2705;D62HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2706;672HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2707;C82HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2710;572HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2711;B82HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2712;D72HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2714;C92HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2716;592HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2717;7H2HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2719;9H4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2721;GG4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2722;1H4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2724;GF4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1640;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2726;JD4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;07/05/2024;1641;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2392;HW3GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2680;974GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2682;684GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2684;B64GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2689;194GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2690;G84GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2692;584GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2702;292HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2704;172HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2713;F62HCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2723;GD4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2725;1F4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2732;DD4GCX3;10252;NOTEBOOK DELL LATITUDE 5430 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1688;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2901;64K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1692;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2902;D5K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1726;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2903;36K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1727;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2909;85K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2910;B6K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2911;D6K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2912;56K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2918;86K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2919;15K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2922;74K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2923;J4K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2924;F4K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2925;B5K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1694;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2926;J6K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2931;17K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1728;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2932;H5K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1691;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2933;45K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1691;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2934;G6K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1729;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2935;J5K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2936;C6K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2937;57K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1691;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2938;76K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1693;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2939;B4K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1691;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2940;G5K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1691;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2941;F6K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2942;55K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1690;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2943;75K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1691;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2944;D4K8034;10258;NOTEBOOK DELL LATITUDE 5440 CORE I5 SSD;152;SAO PAULO;;17/05/2024;1730;;Envio;235,20
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2979;621H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1725;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2980;6Z0H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1725;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2981;231H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1725;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2982;D11H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1726;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2983;411H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1726;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2984;441H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1726;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2985;B41H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1727;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2986;331H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1727;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2987;BZ0H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1727;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2988;J11H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1728;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2989;C11H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1728;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2990;4Z0H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1728;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2991;J01H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1729;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2992;531H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1729;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2993;101H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1729;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2994;301H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1730;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2995;251H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1730;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;2996;811H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1730;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3019;C21H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1736;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3020;1Z0H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1736;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3021;CZ0H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1736;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3022;H41H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1736;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3023;F01H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1736;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3024;801H234;2026;DESKTOP DELL OPTIPLEX 7010 SFF CORE I5 1;152;SAO PAULO;;17/05/2024;1736;;Envio;208,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3109;9SS6ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1725;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3110;JV07ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1725;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3111;JV58ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1725;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3112;JX77ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1725;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3113;JNN8ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1725;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3114;3BW5ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1725;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3115;GGM6ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1725;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3116;22N8ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1726;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3117;GBD6ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1726;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3118;1FQ7ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1726;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3119;1KH7ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1726;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3120;2W07ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1726;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3121;9QW5ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1726;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3122;9QK6ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1726;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3123;28H7ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1727;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3124;1TD8ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1727;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3125;91W8ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1727;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3126;9N36ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1727;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3127;CHD6ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1727;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3128;F337ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1727;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3129;FRM6ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1727;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3130;F556ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1728;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3131;7T77ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1728;;Envio;46,02
90;CAST PARTICIPACOES S.A.;CAST PARTICIPACOES S.A.;3132;9NH7ZM3;3043;MONITOR DELL 21.5 P2222H;152;SAO PAULO;;17/05/2024;1728;;Envio;46,02
